name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title	url
Marla Sunderland	['http://awoiaf.westeros.org/index.php/House_Sunderland', 'http://awoiaf.westeros.org/index.php/Silent_sisters', 'http://awoiaf.westeros.org/index.php/Marla_Sunderland']	['Sistermen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Lady of the Three Sisters[1]', 'Queen of the Three Sisters[1]']]	http://awoiaf.westeros.org/index.php/Marla_Sunderland
Marlon Manderly	['http://awoiaf.westeros.org/index.php/House_Manderly']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'White Harbor[1]']	[]	[['Ser', 'Commander of the garrison at White Harbor[1]']]	http://awoiaf.westeros.org/index.php/Marlon_Manderly
Marna Locke	['http://awoiaf.westeros.org/index.php/House_Locke', 'http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']	['http://awoiaf.westeros.org/index.php/Edwyle_Stark', 'http://awoiaf.westeros.org/index.php/Marna_Locke']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In~178238AC[1]']	[b'In230AC or after[1]']	[['Lady of Winterfell']]	http://awoiaf.westeros.org/index.php/Marna_Locke
Maron Botley	['http://awoiaf.westeros.org/index.php/House_Botley']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Maron_Botley
Maron Greyjoy	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['ironborn']		['http://awoiaf.westeros.org/index.php/Balon_Greyjoy']	['http://awoiaf.westeros.org/index.php/Alannys_Harlaw']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[b'Inor between 268AC and 275AC[1]']	[b'In289AC,Pyke']	[]	http://awoiaf.westeros.org/index.php/Maron_Greyjoy
Maron Nymeros Martell	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']	['http://awoiaf.westeros.org/index.php/Daenerys_Targaryen_(daughter_of_Aegon_IV)']	['http://awoiaf.westeros.org/index.php/Prince_of_Dorne_(father_of_Maron)']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Inor after 147AC[1]']	[]	[['Prince of Dorne', 'Lord of Sunspear']]	http://awoiaf.westeros.org/index.php/Maron_Martell
Maron Volmark	['http://awoiaf.westeros.org/index.php/House_Volmark']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[b'In283AC or 284AC[3]']	[]	[['Lord of Volmark[1]', 'Lord of Greenshield[2]']]	http://awoiaf.westeros.org/index.php/Maron_Volmark
Marq Ambrose	['http://awoiaf.westeros.org/index.php/House_Ambrose', 'http://awoiaf.westeros.org/index.php/Greens', 'http://awoiaf.westeros.org/index.php/Caltrops']	['Reach']				['http://awoiaf.westeros.org/index.php/Fire_and_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	[b'In130AC,Tumbleton[1]']	[['Lord/Ser[N 1]']]	http://awoiaf.westeros.org/index.php/Marq_Ambrose
Marq Farman	['http://awoiaf.westeros.org/index.php/House_Farman']	['Westermen']		['http://awoiaf.westeros.org/index.php/House_Farman']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_and_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'In4AC[2]']	[b'In50AC,Fair Isle[1]']	[['Lord of Fair Isle[1]']]	http://awoiaf.westeros.org/index.php/Marq_Farman
Marq Grafton	['http://awoiaf.westeros.org/index.php/House_Grafton']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In282AC[1],Gulltown[1]']	[]	http://awoiaf.westeros.org/index.php/Marq_Grafton
Marq Piper	['http://awoiaf.westeros.org/index.php/House_Piper']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Clement_Piper']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Pinkmaiden Castle[1]']	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Marq_Piper
Marq Merryweather	['http://awoiaf.westeros.org/index.php/House_Merryweather']	['Reach']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Lord of Longtable[1]', 'Lord Regent[1]']]	http://awoiaf.westeros.org/index.php/Marq_Merryweather
Marq Mudd	['http://awoiaf.westeros.org/index.php/House_Mudd']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['King of the Rivers and the Hills']]	http://awoiaf.westeros.org/index.php/Marq_Mudd
Marq Rankenfell	['http://awoiaf.westeros.org/index.php/House_Rankenfell', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Westeros']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	"[[""Lord Commander of the Night's Watch""]]"	http://awoiaf.westeros.org/index.php/Marq_Rankenfell
Marqelo Tagaros		['Volantene']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[b'Volantis']	[['Triarch of Volantis']]	http://awoiaf.westeros.org/index.php/Marqelo_Tagaros
Marra Rogare	['http://awoiaf.westeros.org/index.php/House_Rogare']	['Lyseni']		['http://awoiaf.westeros.org/index.php/Lysandro_Rogare']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Inor before 114AC[1]']	[b'Inor after 135AC[1]']	[]	http://awoiaf.westeros.org/index.php/Marra_Rogare
Marrigo		['Ghiscari']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Marrigo
Marro	['http://awoiaf.westeros.org/index.php/Gate_(playhouse)']	['Braavosi']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Marro
Marselen	['http://awoiaf.westeros.org/index.php/Unsullied', 'http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Mother%27s_Men']	['Naathi']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	"[[""Commander of the Mother's Men""]]"	http://awoiaf.westeros.org/index.php/Marselen
Marsella Waynwood	['http://awoiaf.westeros.org/index.php/House_Waynwood', 'http://awoiaf.westeros.org/index.php/House_Frey']	['Valemen']	['http://awoiaf.westeros.org/index.php/Stevron_Frey']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Marsella_Waynwood
Marston Waters	['http://awoiaf.westeros.org/index.php/Kingsguard', 'http://awoiaf.westeros.org/index.php/Greens']	['Crownlands']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	"[b""In135AC,King's Landing[1]""]"	[['Ser', 'Lord Commander of the Kingsguard', 'Hand of the King']]	http://awoiaf.westeros.org/index.php/Marston_Waters
Prince Nymeros Martell	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']		['http://awoiaf.westeros.org/index.php/Aliandra_Martell']	['http://awoiaf.westeros.org/index.php/Maron_Martell']	[b'Inor before 146AC[1]']	[b'In161174AC[1]']	[['Prince of Dorne', 'Lord of Sunspear']]	http://awoiaf.westeros.org/index.php/Prince_of_Dorne_(father_of_Maron)
Princess of Dorne	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']			['http://awoiaf.westeros.org/index.php/Doran_Martell']	[b'In~205236AC[1]']	[b'In279AC or 280AC[1]']	[['Princess of Dorne', 'Lady of Sunspear']]	http://awoiaf.westeros.org/index.php/Princess_of_Dorne_(unnamed)
Martin	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Harlton']									[]	[]	[['Maester at Castlewood']]	http://awoiaf.westeros.org/index.php/Martin
Martyn Cassel	['http://awoiaf.westeros.org/index.php/House_Cassel']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[b'Inor before 258AC[1]']	[b'In283AC,the tower of joy']	[]	http://awoiaf.westeros.org/index.php/Martyn_Cassel
Martyn Hightower	['http://awoiaf.westeros.org/index.php/House_Hightower']	['Reach']		['http://awoiaf.westeros.org/index.php/Manfred_Hightower_(son_of_Addam)']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Sons_of_the_Dragon']		['http://awoiaf.westeros.org/index.php/Manfred_Hightower_(son_of_Addam)']		[b'Inor before 27AC[1]']	[b'Inor between 41AC and 48AC[1]']	[['Beacon of the South', 'Defender of Oldtown', 'Defender of the Citadel', 'Lord of Oldtown', 'Lord of the Hightower', 'Lord of the Port', 'Voice of Oldtown']]	http://awoiaf.westeros.org/index.php/Martyn_Hightower
Martyn Hightower	['http://awoiaf.westeros.org/index.php/House_Hightower']	['Reach']		['http://awoiaf.westeros.org/index.php/Ormund_Hightower']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'In115126AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Martyn_Hightower_(son_of_Ormund)
Martyn Lannister	['http://awoiaf.westeros.org/index.php/House_Lannister']	['Westermen']		['http://awoiaf.westeros.org/index.php/Kevan_Lannister']	['http://awoiaf.westeros.org/index.php/Dorna_Swyft']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3']			[b'In285287AC[1],Westerlands[2]']	[]	[]	http://awoiaf.westeros.org/index.php/Martyn_Lannister
Martyn Mullendore	['http://awoiaf.westeros.org/index.php/House_Mullendore']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lord of Uplands[1]']]	http://awoiaf.westeros.org/index.php/Martyn_Mullendore
Martyn Rivers	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Walder_Frey']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Martyn_Rivers
Martyn Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']	['http://awoiaf.westeros.org/index.php/Florence_Fossoway']	['http://awoiaf.westeros.org/index.php/Bertrand_Tyrell']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']		['http://awoiaf.westeros.org/index.php/Rego_Draz']		[b'Inor before 43AC[1]']	[]	[['Master of coin']]	http://awoiaf.westeros.org/index.php/Martyn_Tyrell
Marwyn	['http://awoiaf.westeros.org/index.php/Citadel']	['Westeros']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Archmaester of magic']]	http://awoiaf.westeros.org/index.php/Marwyn
Marwyn Belmore	['http://awoiaf.westeros.org/index.php/House_Belmore', 'http://awoiaf.westeros.org/index.php/House_Arryn', 'http://awoiaf.westeros.org/index.php/House_Royce_of_the_Gates_of_the_Moon']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[2]', 'Captain of the guards at the Eyrie[1] (formerly)', 'Captain of the guards at the Gates of the Moon[3]']]	http://awoiaf.westeros.org/index.php/Marwyn_Belmore
Mary Mertyns	['http://awoiaf.westeros.org/index.php/House_Mertyns']	['Stormlander']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Lady of Mistwood[1][N 1]']]	http://awoiaf.westeros.org/index.php/Mary_Mertyns
Marya Seaworth	['http://awoiaf.westeros.org/index.php/House_Seaworth']		['http://awoiaf.westeros.org/index.php/Davos_Seaworth']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lady']]	http://awoiaf.westeros.org/index.php/Marya_Seaworth
Maryam	['http://awoiaf.westeros.org/index.php/Faith_of_the_Seven', 'http://awoiaf.westeros.org/index.php/House_Targaryen']	['Westerosi']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In54AC,Dragonstone']	[['Septa']]	http://awoiaf.westeros.org/index.php/Maryam
Masha Heddle	['http://awoiaf.westeros.org/index.php/House_Heddle']					['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1']			[]	[b'In298AC,Crossroads inn']	[]	http://awoiaf.westeros.org/index.php/Masha_Heddle
Maslyn	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In299AC,Fist of the First Men']	[]	http://awoiaf.westeros.org/index.php/Maslyn
Master of the White Hart	['http://awoiaf.westeros.org/index.php/House_Baratheon_of_King%27s_Landing', 'http://awoiaf.westeros.org/index.php/House_Baratheon_of_Dragonstone']					['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[['Captain of the White Hart']]	http://awoiaf.westeros.org/index.php/Master_of_the_White_Hart
Matarys Targaryen	['http://awoiaf.westeros.org/index.php/House_Targaryen']	['Crownlands']		['http://awoiaf.westeros.org/index.php/Baelor_Targaryen_(son_of_Daeron_II)']	['http://awoiaf.westeros.org/index.php/Jena_Dondarrion']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/The_Hedge_Knight', 'http://awoiaf.westeros.org/index.php/The_Sworn_Sword', 'http://awoiaf.westeros.org/index.php/The_Mystery_Knight']				[b'In183209AC[2]']	"[b""In209AC,King's Landing""]"	[['Prince']]	http://awoiaf.westeros.org/index.php/Matarys_Targaryen
Mathis	['http://awoiaf.westeros.org/index.php/Citadel']	['Westeros']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Maester']]	http://awoiaf.westeros.org/index.php/Mathis
Mathis Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Jammos_Frey']	['http://awoiaf.westeros.org/index.php/Sallei_Paege']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In294AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Mathis_Frey
Mathis Rowan	['http://awoiaf.westeros.org/index.php/House_Rowan']	['Reach']	['http://awoiaf.westeros.org/index.php/Bethany_Redwyne']			['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Goldengrove[1]']	[]	[['Lord of Goldengrove']]	http://awoiaf.westeros.org/index.php/Mathis_Rowan
Mathos II Arryn										[]	[]	[]	http://awoiaf.westeros.org/index.php/Mathos_II_Arryn
Mathos Mallarawan	['http://awoiaf.westeros.org/index.php/Pureborn']	['Qartheen']	['http://awoiaf.westeros.org/index.php/Mathos_Mallarawan']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Mathos_Mallarawan
Matrice	['http://awoiaf.westeros.org/index.php/House_Baratheon_of_Dragonstone']					['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Matrice
Matt		['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In298AC or 299AC,the Riverlands']	[]	http://awoiaf.westeros.org/index.php/Matt
Matteno Orthys	['http://awoiaf.westeros.org/index.php?title=House_Orthys&action=edit&redlink=1']	['Lysene']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In135AC,Lys[1]']	[]	http://awoiaf.westeros.org/index.php/Matteno_Orthys
Matthar	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Westeros']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Season_1']			[]	[]	[]	http://awoiaf.westeros.org/index.php/Matthar
Matthar	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Archmaester']]	http://awoiaf.westeros.org/index.php/Matthar_(archmaester)
Mattheus	['http://awoiaf.westeros.org/index.php/Faith_of_the_Seven']	['Reach']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Septon']]	http://awoiaf.westeros.org/index.php/Mattheus
Matthew Mullendore	['http://awoiaf.westeros.org/index.php/House_Mullendore']	['Reach']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight_(comics)']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Matthew_Mullendore
Matthos Seaworth	['http://awoiaf.westeros.org/index.php/House_Seaworth']			['http://awoiaf.westeros.org/index.php/Davos_Seaworth']	['http://awoiaf.westeros.org/index.php/Marya_Seaworth']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2']			[]	[b'In299AC,Blackwater Rush']	[]	http://awoiaf.westeros.org/index.php/Matthos_Seaworth
Matthos Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In101129AC[1]']	[['Lord of Highgarden', 'Lord Paramount of the Mander', 'Defender of the Marches', 'High Marshal of the Reach', 'Warden of the South']]	http://awoiaf.westeros.org/index.php/Matthos_Tyrell
Mawney	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In300AC,beyond the Wall']	[]	http://awoiaf.westeros.org/index.php/Mawney
SerMaynard						['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Maynard
Maynard Holt	['http://awoiaf.westeros.org/index.php/House_Holt_(North)', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser', 'Captain of Talon']]	http://awoiaf.westeros.org/index.php/Maynard_Holt
Maynard Plumm	['http://awoiaf.westeros.org/index.php/House_Plumm']	['Westermen']				['http://awoiaf.westeros.org/index.php/The_Mystery_Knight']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Maynard_Plumm
Mazdhan zo Loraq	['http://awoiaf.westeros.org/index.php/House_of_Loraq']	['Ghiscari']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Mazdhan_zo_Loraq
Mazor Alexi	['http://awoiaf.westeros.org/index.php/Kingdom_of_Sarnor']	['Sarnori']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[b'InCentury of Blood,the Field of Crows']	[['High King of Sarnor']]	http://awoiaf.westeros.org/index.php/Mazor_Alexi
Mebble						['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[]	[['Understeward']]	http://awoiaf.westeros.org/index.php/Mebble
Medgar Tully	['http://awoiaf.westeros.org/index.php/House_Tully']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[b'In209211AC[3]']	[['Ser[1]', 'Lord of Riverrun[2]', 'Lord Paramount of the Trident[2]']]	http://awoiaf.westeros.org/index.php/Medgar_Tully
Medger Cerwyn	['http://awoiaf.westeros.org/index.php/House_Cerwyn']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']	['http://awoiaf.westeros.org/index.php/Season_5']			[b'Inor before 255AC[2],Cerwyn[3]']	[b'In299AC,Harrenhal[4]']	[['Lord of Cerwyn[1]']]	http://awoiaf.westeros.org/index.php/Medger_Cerwyn
Medrick	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Hornwood']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Maester at Hornwood']]	http://awoiaf.westeros.org/index.php/Medrick
Medrick Manderly	['http://awoiaf.westeros.org/index.php/House_Manderly', 'http://awoiaf.westeros.org/index.php/Blacks']	['Northmen']		['http://awoiaf.westeros.org/index.php/Desmond_Manderly']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	[b'In132AC[1],White Harbor[1]']	[['Ser', 'Lord of White Harbor', 'Warden of the White Knife', 'Shield of the Faith', 'Defender of the Dispossessed', 'Lord Marshal of the Mander', 'Knight of the Order of the Green Hand']]	http://awoiaf.westeros.org/index.php/Medrick_Manderly
Medwick Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell', 'http://awoiaf.westeros.org/index.php/Citadel']	['Reach']		['http://awoiaf.westeros.org/index.php/Luthor_Tyrell_(son_of_Moryn)']	['http://awoiaf.westeros.org/index.php/Elyn_Norridge']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Maester']]	http://awoiaf.westeros.org/index.php/Medwick_Tyrell
Meera Reed	['http://awoiaf.westeros.org/index.php/House_Reed']	['crannogmen']		['http://awoiaf.westeros.org/index.php/Howland_Reed']	['http://awoiaf.westeros.org/index.php/Jyana']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_3', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_4', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_7']			[b'In283AC[1],Greywater Watch[2]']	[]	[]	http://awoiaf.westeros.org/index.php/Meera_Reed
Megette		['Rivermen']	['http://awoiaf.westeros.org/index.php/Megette']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'In~106143AC[2]']	[b'In159AC[1],Fairmarket[1]']	[]	http://awoiaf.westeros.org/index.php/Megette
Megga Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']		['http://awoiaf.westeros.org/index.php/Olymer_Tyrell']	['http://awoiaf.westeros.org/index.php/Lysa_Meadows']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In286AC (roughly)[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Megga_Tyrell
Meha		['Free folk']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Meha
Meizo Mahr	['http://awoiaf.westeros.org/index.php/Salladhor_Saan']	['Free Cities[N 1]']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Meizo_Mahr
